rgdpnapc,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia (Plurinational State of),Brazil,Barbados,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Côte d'Ivoire,Cameroon,D.R. of the Congo,Congo,Colombia,Comoros,Cabo Verde,Costa Rica,Czechoslovakia,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,"China, Hong Kong SAR",Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran (Islamic Republic of),Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Republic of Korea,Kuwait,Lao People's DR,Lebanon,Liberia,Libya,Saint Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Republic of Moldova,Madagascar,Mexico,TFYR of Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Puerto Rico,D.P.R. of Korea,Portugal,Paraguay,State of Palestine,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan (Former),Senegal,Singapore,Sierra Leone,El Salvador,Serbia,Sao Tome and Principe,Former USSR,Slovakia,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, Province of China",U.R. of Tanzania: Mainland,Uganda,Ukraine,Uruguay,United States,Uzbekistan,Venezuela (Bolivarian Republic of),Viet Nam,Yemen,Former Yugoslavia,South Africa,Zambia,Zimbabwe
1863,,,,,,,4961,,,,3943,,,,,,,,,1240,,,,,6026,1392,,,,,,,,,,,,,,3533,,,3359,,,,,2318,,,1550,3246,,5064,,,,,,,2461,,,,,,,852,,,,,,,3066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4463,3703,,,,,,1416,,1692,,,,,,,730,,,,,,,,,,,,,,1999,,,,,,,,,,,,,,,,,3683,,1953,,,,1427,,
1864,,,,,,,5261,,,,4045,,,,,,,,,1257,,,,,5511,1454,,,,,,,,,,,,,,3596,,,3293,,,,,2302,,,1568,3270,,5153,,,,,,,2237,,,,,,,841,,,,,,,3071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4640,3755,,,,,,1351,,1734,,,,,,,750,,,,,,,,,,,,,,2035,,,,,,,,,,,,,,,,,3804,,1909,,,,1992,,
1865,,,,,,,5018,,,,4016,,,,,,,,,1350,,,,,6145,1492,,,,,,,,,,,,,,3575,,,3369,,,,,2206,,,1540,3165,,5229,,,,,,,2391,,,,,,,864,,,,,,,3256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4649,3928,,,,,,1340,,1765,,,1543,,,,575,,,,,,,,,,,,,,2070,,,,,,,,,,,,,,,,,3607,,2018,,,,1467,,
1866,,,,,,,5166,,,,4105,,,,,,,,,1399,,,,,5995,1526,,,,,,,,,,,,,,3578,,,3341,,,,,2339,,,1551,3182,,5345,,,,,,,2282,,,,,,,881,,,,,,,3250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4823,3735,,,,,,1395,,1793,,,1592,,,,575,,,,,,,,,,,,,,2036,,,,,,,,,,,,,,,,,3579,,1996,,,,1525,,
1867,,,,,,,5648,,,,4097,,,,,,,,,1516,,,,,5248,1452,,,,,,,,,,,,,,3567,,,3306,,,,,2303,,,1434,2982,,5319,,,,,,,2410,,,,,,,910,,,,,,,2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4659,3764,,,,,,1391,,1849,,,1628,,,,696,,,,,,,,,,,,,,2066,,,,,,,,,,,,,,,,,3697,,1801,,,,1806,,
1868,,,,,,,5735,,,,4215,,,,,,,,,1516,,,,,6391,1494,,,,,,,,,,,,,,3760,,,3330,,,,,2012,,,1624,3260,,5526,,,,,,,2438,,,,,,,880,,,,,,,3028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4687,3734,,,,,,1386,,1899,,,1636,,,,752,,,,,,,,,,,,,,1881,,,,,,,,,,,,,,,,,3745,,1822,,,,1826,,
1869,,,,,,,5621,,,,4368,,,,,,,,,1516,,,,,7032,1613,,,,,,,,,,,,,,3758,,,3486,,,,,2082,,,1783,3301,,5525,,,,,,,2405,,,,,,,867,,,,,,,3067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4839,3929,,,,,,1556,,1902,,,1669,,,,680,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,3845,,2018,,,,1804,,
1870,,,795,,2578,,5947,3229,,,4415,,,,1460,,,,,1405,,,,2866,6709,1629,754,,,,,1072,,,,2182,,,,3715,,,3599,,,879,1999,2140,,,1845,3086,,5716,,689,,,,,2339,,1067,,,,2656,892,710,3590,1670,4197,,,3143,1032,1440,1160,,,,,465,,,3053,,,,1237,,,,,921,,,1246,,,,593,,,,,,,1230,,,,,4992,4117,621,5104,,,,1772,1169,1921,,247,1687,,682,,703,,,2495,,,1794,,,,,,,,2272,,,652,,,848,,,,1057,1449,897,,,,3613,3736,,1996,746,,1066,1916,,
1871,,,,,,,5993,3431,,,4400,,,,,,,,,1405,,,,2968,6836,1601,,,,,,1078,,,,,,,,3670,,,3581,,,,,2305,,,1824,3125,,5684,,,,,,,2244,,,,,,,893,,,,,,,3073,,,1168,,,,,,,,,,,,1201,,,,,,,,,,,,,,,,,,,,,,,,4928,4303,,5195,,,,1847,,1924,,,1614,,,,728,,,,,,,,,,,,,,2351,,,,,,,,,,,,,,,,3613,3825,,1953,,,,1921,,
1872,,,,,,,6456,3427,,,4632,,,,,,,,,1454,,,,2884,6053,1665,,,,,,1083,,,,,,,,3902,,,3750,,,,,2657,,,1854,3419,,5657,,,,,,,2179,,,,,,,914,,,,,,,3005,,,1174,,,,,,,,,,,,1140,,,,,,,,,,,,,,,,,,,,,,,,4982,4425,,5801,,,,1872,,1952,,,1651,,,,727,,,,,,,,,,,,,,2393,,,,,,,,,,,,,,,,4231,3883,,1974,,,,2830,,
1873,,,,,,,6947,3317,,,4626,,,,,,,,,1411,,,,3115,6111,1766,,,,,,1088,,,,,,,,4037,,,3695,,,,,2871,,,1932,3162,,5729,,,,,,,2569,,,,,,,896,,,,,,,2989,,,1182,,,,,,,,,,,,1145,,,,,,,,,,,,,,,,,,,,,,,,5084,4577,,6308,,,,1858,,2017,,,1710,,,,772,,,,,,,,,,,,,,2421,,,,,,,,,,,,,,,,4326,3980,,2126,,,,2439,,
1874,,,,,,,6967,3435,,,4740,,,,,,,,,1432,,,,3135,7406,1704,,,,,,1094,,,,,,,,4291,,,3767,,,,,2621,,,1949,3549,,5760,,,,,,,2431,,,,,,,883,,,,,,,3144,,,1190,,,,,,,,,,,,1125,,,,,,,,,,,,,,,,,,,,,,,,4896,4440,,6329,,,,1879,,2053,,,1672,,,,760,,,,,,,,,,,,,,2512,,,,,,,,,,,,,,,,3851,3862,,2343,,,,2324,,
1875,,,,,2873,,7518,3421,,,4693,,,,,,,,,1454,,,,3017,8376,1787,,,,,,1099,,,,,,,,4267,,,3794,,,,,2694,,,1961,3651,,5834,,,,,,,2328,,,,,,,916,,,,,,,3160,,,1274,,,,,,,,,,,,1134,,,,,,,,,,,,,,,,,,,,,,,,5176,4555,,6073,,,,1721,,2059,,,1660,,,,876,,,,,,,,,,,,,,2423,,,,,,,,,,,,,,,,3185,3971,,2083,,,,2591,,
1876,,,,,2877,,7281,3468,,,4716,,,,,,,,,1399,,,,2775,7943,1733,,,,,,1105,,,,,,,,4183,,,3828,,,,,2776,,,2039,3337,,5823,,,,,,,2318,,,,,,,910,,,,,,,3082,,,1235,,,,,,,,,,,,1146,,,,,,,,,,,,,,,,,,,,,,,,5189,4684,,5966,,,,1894,,2115,,,1612,,,,838,,,,,,,,,,,,,,2576,,,,,,,,,,,,,,,,3471,3928,,2169,,,,2897,,
1877,,,,,3108,,7333,3555,,,4732,,,,,,,,,1360,,,,2922,7183,1664,,,,,,1110,,,,,,,,4106,,,3677,,,,,3078,,,1961,3500,,5808,,,,,,,2177,,,,,,,924,,,,,,,3102,,,1263,,,,,,,,,,,,1152,,,,,,,,,,,,,,,,,,,,,,,,5250,4632,,6558,,,,1731,,2150,,,1677,,,,857,,,,,,,,,,,,,,2518,,,,,,,,,,,,,,,,3376,3966,,2191,,,,2731,,
1878,,,,,2887,,7771,3642,,,4827,,,,,,,,,1427,,,,2769,7568,1703,,,,,,1116,,,,,,,,4248,,,3777,,,,,2952,,,1899,3440,,5764,,,,,,,2396,,,,,,,951,,,,,,,3180,,,1249,,,,,,,,,,,,1042,,,,,,,,,,,,,,,,,,,,,,,,5235,4416,,7033,,,,1496,,2197,,,1668,,,,883,,,,,,,,,,,,,,2428,,,,,,,,,,,,,,,,3613,4044,,2343,,,,2666,,
1879,,,,,2936,,7640,3585,,,4831,,,,,,,,,1438,,,,2986,7694,1935,,,,,,1121,,,,,,,,4098,,,3861,,,,,2741,,,1890,3213,,5674,,,,,,,2489,,,,,,,946,,,,,,,3189,,,1315,,,,,,,,,,,,1118,,,,,,,,,,,,,,,,,,,,,,,,4983,4592,,5877,,,,1262,,2238,,,1660,,,,896,,,,,,,,,,,,,,2562,,,,,,,,,,,,,,,,3090,4446,,2300,,,,2955,,
1880,,,,,2818,,7786,3604,,,5028,,,,,,,,,1372,,,,3071,7996,2108,,,,,,1127,,,,,,,,4023,,,3920,,,879,,2982,,,1870,3488,,5879,,,,,,,2448,,,,,,,1147,,,,,,,3239,1054,,1359,,,,,,,,,,,,1206,,,,,,,,,,,,,,,,,,,,,,,,5268,4729,,6169,,,,909,,2301,,,1639,,,,1116,,,,,,,,,,,,,,2501,,,,,,,,,,,,,,,,3376,4866,,2430,,,,3414,,
1881,,,,,2801,,8094,3719,,,5036,,,,,,,,,1383,,,,3450,8345,2170,,,,,,1133,,,,,1846,,,4091,,,3922,,,,,3003,,,1797,3609,,6027,,,,,,,2378,,,,,,,1208,,,,,,,3337,,,1305,,,,,,,,,,,,1288,,,,,,,,,,,,,,,,,,,,,,,,5299,4611,,6199,,,,829,,2353,,,1679,,,,831,,,,,,,,,,,,,,2591,,,,,,,,,,,,,,,,3043,4914,,2430,,,,3226,,
1882,,,,,3426,,7381,3710,,,5144,,,,,,,,,1417,,,,3567,8003,2349,,,,,,1138,,,,,,,,4130,,,4026,,,,,3014,,,1947,3765,,6147,,,,,,,2532,,,,,,,1160,,,,,,,3378,,,1328,,,,,,,,,,,,1359,,,,,,,,,,,,,,,,,,,,,,,,5372,4779,,6003,,,,878,,2414,,,1717,,,,1091,,,,,,,,,,,,,,2495,,,,,,,,,,,,,,,,3328,5101,,2386,,,,3056,,
1883,,,,,3716,,8131,3830,,,5158,,,,,,,,,1378,,,,3536,8257,2340,,,,,,1144,,,,,,,,4330,,,4131,,,,,3056,,,1991,3764,,6142,,,,,,,2524,,,,,,,1133,,,,,,,3408,,,1317,,,,,,,,,,,,1368,,,,,,,,,,,,,,,,,,,,,,,,5704,4881,,5755,,,,804,,2472,,,1744,,,,1005,,,,,,,,,,,,,,2684,,,,,,,,,,,,,,,,3899,5102,,2495,,,,2350,,
1884,,,,,3842,,7819,3898,,,5145,,,,,,,,,1471,,,,3773,9374,2357,,,,,,1150,,,,,,,,4401,,,4106,,,,,3065,,,1974,3707,,6099,,,,,,,2837,,,,,,,1220,733,,,,,,3357,,,1315,,,,,,,,,,,,1314,,,,,,,,,,,,,,,,,,,,,,,,5741,4761,,6097,,,,965,,2509,,,1789,,,,855,,,,,,,,,,,,,,2626,,,,,,,,,,,,,,,,3803,5074,,2647,,,,2129,,
1885,,,,,4302,,8035,3841,,,5147,,,,,,,,,1366,,,,3506,10395,2221,,,,,,1155,,,,,,,,4477,,,4086,,,,,2950,,,1993,3631,,6012,,,,,,,3062,,,,,,,1219,754,,,,,,3406,,,1354,,,,,,,,,,,,1224,,,,,,,,,,,,,,,,,,,,,,,,5799,4723,,5907,,,,903,,2542,,,1820,,,,1028,,,,,,,,,,,1860,,,2673,,,,,,,,,,,,,,,,4279,4997,,2451,,,,1799,,
1886,,,,,4156,,7866,3932,,,5173,,,,,,,,,1411,,,,3510,10787,2290,,,,,,1161,,,,,,,,4467,,,4198,,,,,2881,,,2065,3680,,6050,,,,,,,2928,,,,,,,1199,729,,,,,,3481,,,1442,,,,,,,,,,,,1177,,,,,,,,,,,,,,,,,,,,,,,,5820,4778,,5931,,,,945,,2552,,,1904,,,,1138,,,,,,,,,,,1788,,,2699,,,,,,,,,,,,,,,,4422,5034,,2603,,,,2124,,
1887,,,,,4233,,8415,4169,,,5331,,,,,,,,,1317,,,,3586,10641,2427,727,,,,,1155,,,,,,,,4596,,,4302,,,,,2818,,,2065,3701,,6235,,,,,,,3029,,,,,,,1200,761,,,,,,3569,,,1497,,,,,,,,,,,,1373,,,,,,,,,,,,,,,,,,,,,,,,5897,4858,,5935,,,,873,,2547,,,1928,,,,1059,,,,,,,,,,,2091,,,2619,,,,,,,,,,,,,,,,3613,5147,,2690,,,,2424,,
1888,,,,,4649,,8183,4125,,,5327,,,,,,,,,1267,,,,3804,10984,2282,,,,,,1150,,,,,,,,4729,,,4292,,,,,2929,,,2108,3733,,6457,,,,,,,3098,,,,,,,1189,766,,,,,,3550,,,1416,,,,,,,,,,,,1338,,,,,,,,,,,,,,,,,,,,,,,,5906,5089,,5853,,,,967,,2588,,,1934,,,,1098,,,,,,,,,,,2011,,,2662,,,,,,,,,,,,,,,,4517,5015,,2690,,,,2733,,
1889,,,,,4725,,8624,4052,,,5542,,,,,,,,,1284,,,,3787,10633,2362,,,,,,1144,,,,,,,,4806,,,4312,,,,,2921,,,2148,3821,,6743,,,,,,,2885,,,,,,,1177,744,,,,,,3442,,,1468,,,,,,,,,,,,1310,,,,,,,,,,,,,,,,,,,,,,,,6040,5245,,6095,,,,952,,2638,,,1883,,,,1100,,,,,,,,,,,1870,,,2701,,,,,,,,,,,,,,,,4041,5216,,2799,,,,2705,,
1890,,,1065,,4245,,8099,4236,,,5623,,,,,,,,1437,1405,,,,4023,11269,2535,769,,,,,1138,,,,2822,,,,4904,,,4534,,,1032,,2914,,,2236,3909,,6711,,,,,,,2724,,,,,,3583,1134,777,,,,,,3444,1076,,1592,,,,,,,,,,,,1518,,,,,,,,1868,,,,,,,,,,,,,,,,5733,5233,,6184,,,,894,,2690,,,1952,,,,1103,,,,,,,,,,,1862,,,2763,,,,,,1093,,,,,,,,,,3566,5184,,3016,,,1500,2725,,
1891,,,,,4002,,8478,4345,,,5570,,,,,,,,1447,1493,,,,4074,10634,2649,,,,,,1132,,,,,,,,4841,,,4591,,,,,2969,,,2186,4001,,6648,,,,,,,2375,,,,,,,1154,705,,,,,,3490,,,1505,,,,,,,,,,,,1506,,,,,,,,,,,,,,,,,,,,,,,,5684,5221,,6144,,,,952,,2726,,,1903,,,,1129,,,,,,,,,,,1706,,,2913,,,,,,,,,,,,,,,,3613,5299,,2842,,,,2838,,
1892,,,,,4684,,7259,4395,,,5646,,,,1966,,,,1467,1294,,,,4010,11237,2620,,,,,,1127,,,,,2531,,,4988,,,4668,,,,,3218,,,2072,4101,,6426,,,,,,,2477,,,,,,,1189,760,,,,,,3494,,,1594,,,,,,,,,,,,1528,,,,,,,,,,,,,,,,,,,,,,,,5792,5194,,6258,,,,978,,2777,,,1881,,,,1221,,,,,,,,,,,1867,,,2875,,,,,,,,,,,,,,,,3613,5697,,2560,,,,2769,,
1893,,,,,4858,,6737,4378,,,5668,,,,,,,,1467,1102,,,,3947,11347,2689,,,,,,1121,,,,,,,,5182,,,4723,,,,,3080,,,2171,4170,,6360,,,,,,,2637,,,,,,,1215,778,,,,,,3549,,,1587,,,,,,,,,,,,1529,,,,,,,,,,,,,,,,,,,,,,,,5667,5330,,6238,,,,913,,2821,,,1905,,,,1179,,,,,,,,,,,2116,,,2946,,,,,,,,,,,,,,,,3803,5316,,2560,,,,2743,,
1894,,,,,5476,,6841,4585,,,5689,,,,,,,,1526,1102,,,,4094,11084,2596,,,,,,1116,,,,,,,,5247,,,4775,,,,,3115,,,2266,4320,,6718,,,,,,,2696,,,,,,,1219,788,,,,,,3569,,,1762,,,,,,,,,,,,1515,,,,,,,,,,,,,,,,,,,,,,,,5924,5548,,5894,,,,838,,2856,,,1867,,,,1261,,,,,,,,,,,2406,,,2958,,,,,,,,,,,,,,,,4089,5064,,2517,,,,2665,,
1895,,,,,5933,,6336,4660,,,5760,,,,,,,,1526,1306,,,,4010,11535,2882,,,,,,1110,,,,,,,,5426,,,4978,,,,,3062,,,2416,4227,,6859,,,,,,,2594,,,,,,,1208,768,,,,,,3598,,,1768,,,,,,,,,,,,1576,,,,,,,,2092,,,,,,,,,,,,,,,,5885,5770,,5997,,,,887,,2886,,,1934,,,,1250,,,,,,,,,,,2227,,,3102,,,,,,,,,,,,,,,,3994,5569,,2734,,,,3069,,
1896,,,,,6299,,6695,4683,,,5826,,,,,,,,1426,1185,,,,3871,12141,2946,,,,,,1104,,,,,,,,5534,,,5095,,,,,2758,,,2542,4418,,7070,,,,,,,2848,,,,,,,1203,710,,,,,,3652,,,1654,,,,,,,,,,,,1580,,,,,,,,2126,,,,,,,,,,,,,,,,6050,5862,,6567,,,,970,,2946,,,1947,,,,1278,,,,,,,,,,,2452,,,3183,,,,,,,,,,,,,,,,4041,5356,,2408,,,,3205,,
1897,,,,,4958,,6214,4734,,,5883,,,,,,,,1460,1168,,,,4248,12448,2800,,,,,,1099,,,,,,,,5605,,,5144,,,,,2921,,,2630,4342,,7088,,,,,,,2419,,,,,,,1203,838,,,,,,3658,,,1671,,,,,,,,,,,,1634,,,,,,,,2236,,,,,,,,,,,,,,,,6119,6083,,6504,,,,1043,,3023,,,2045,,,,1060,,,,,,,,,,,2411,,,3308,,,,,,,,,,,,,,,,3899,5761,,2473,,,,2998,,
1898,,,,,5224,,7070,4951,,,5930,,,,,,,,1492,1195,,,,4370,12835,3147,,,,,,1093,,,,,,,,5753,,,5156,,,,,3109,,,2701,4540,,7354,,,,,,,2612,,,,,,,1194,838,,,,,,3643,,,1965,,,,,,,,,,,,1696,,,,,,,,2332,,,,,,,,,,,,,,,,6131,6174,,6562,,,,1093,,3106,,,2101,,,,1263,,,,,,,,,,,2475,,,3421,,,,,,,,,,,,,,,,3376,5776,,2408,,,,3599,,
1899,,,,,5963,,6976,5004,,,5998,,,,1714,,,,1499,1173,,,,4728,13085,3023,,,,,,1088,,,,,,,,5869,,,5304,,,,,3119,,,2602,4790,,7578,,,,,,,2666,,,,,,,1242,772,,,,,,3683,,,1799,,,,,,,,,,,,1792,,,,,,,,2184,,,,,,,,,,,,,,,,6137,6132,,6654,,,,1135,,3210,,,2161,,,,879,,,,,,,,,,,2627,,,3505,,,,,,,,,,,,,,,,3471,6191,,2039,,,,3161,,
1900,,,1221,,5051,,7292,4997,,,6121,,,,,,,,1543,1133,,,,4924,13763,2953,776,,,,,1083,,,,3242,,,,6029,,,5420,,,1270,,3166,,,2701,4731,,7446,,,,,,,2381,,,,,,4094,1267,797,,,,,,3781,1131,,1856,,,,,,,,,,,,1874,,,,,,,,2169,,,,,,,,,,,,,,,,5990,6141,,7078,,,,1147,,3295,,,2253,,,,1198,,,,,,2780,,,,,2570,,,3519,,,,,,,,,,,,,,,,3328,6252,,2083,,,1605,2224,,
1901,,,,,5060,,6974,4965,,,6101,,,,,,,,1596,1218,,,,5238,13149,2979,,,,,,1077,,,,,,,,5800,,,5578,,,1295,,3413,,,2649,4650,,7370,,,,,,,2282,,,,,,,1235,809,,,,,,3843,,,1899,,,,,,,,,,,,1731,,,,,,,,2331,,,,823,,,,,,,,,,,,6191,6184,,6955,,,,1215,,,,,2197,,,,1246,,,,,,3062,,,,,2634,,,3610,,,,,,,,,,,,1001,,,,3471,6822,,1996,,,,2393,,
1902,,,,,4772,,6945,5107,,,6134,,,,,,,,1543,1193,,,,5634,13513,3142,,,,,,1072,,,,,2448,,,5845,,,5644,,,1321,,3241,,,2576,4566,,7486,,,,,,,2924,,,,,,,1196,871,,,,,,3904,,,1776,,,,,,,,,,,,1707,,,,,,,,2140,,,,,,,,,,,,,,,,6356,6176,,7309,,,,1276,1260,,,,2190,,,,1209,,,,,,2895,,,,,2863,,,3563,,,,,,,,,,,,1001,,,,3946,6756,,1866,,,,2857,,
1903,,,,,5256,,7406,5099,,,6188,,,,,,,,1539,1192,,,,5638,13250,2949,,,,,,1066,,,,,2561,,,6077,,,5912,,,1348,,3209,,,2729,4657,,7337,,,,,,,2858,,,,,,,1251,878,,,,,,3939,,,1877,,,,,,,,,,,,1780,,,,,,,,2356,,,,,,,,,,,,,,,,6258,6218,,7785,,,,1345,1505,,,,2203,,,,1234,,,,,,2490,,,,,2665,,,3750,,,,,,,,,,,,1187,,,,3946,6955,,1996,,,,3828,,
1904,,,,,5605,,7803,5125,,,6268,,,,,,,,1541,1190,,,,5547,14156,3180,,,,,,1061,,,,,2636,,,6229,,,5975,,,1375,,3148,,,2802,4683,,7311,,,,,,,3014,,,,,,,1253,877,,,,,,4008,,,1870,,,,,,,,,,,,1765,,,,,,,,2372,,,,,,,,,,,,,,,,6255,6217,,7526,,,,1373,1272,,,,2213,,,,936,,,,,,2407,,,,,2947,,,3814,,,,,,,,,,,,1130,,,,3946,6739,,2018,,,,3827,,
1905,,,,,6110,,7780,5357,,,6368,,,,1876,,,,1593,1199,,,,6024,14703,3026,,,,,,1056,,,,,2749,,,6270,,,6012,,,1402,,3102,,,2820,4761,,7456,,,,,,,3090,,,,,,,1255,856,,,,,,4091,,,1820,,,,,,,,,,,,1712,,,,,,,,2593,,,,,,,,,,,,,,,,6474,6280,,7986,,,,1455,1328,,,,2134,,,,1316,,,,,,2664,,,,,2609,,,3760,,,,,,,,,,,,914,,,,3328,7094,,2039,,,,4085,,
1906,,,,,6180,,8189,5507,,,6426,,,,,,,,1648,1286,,,,6505,15379,3198,,,,,,1065,,,,,2786,,,6368,,,6112,,,1430,,3283,,,2905,4842,,7631,,,,,,,3053,,,,,,,1275,875,,,,,,4229,,,2041,,,,,,,,,,,,1729,,,,,,,,2535,,,,667,,,,,,,,,,,,6514,6607,,8493,,,2412,1552,1353,,,,2129,,,,1414,,,,,,2994,,,,,2493,,,4060,,,,,,,,,,,,964,,,,3756,7762,,2018,,,,4411,,
1907,,,,,6077,,8387,5788,,,6450,,,,,,,,1655,1261,,,,6554,15299,3322,,,,,,1114,,,,,3012,,,6555,,,6264,,,1459,,3346,,,2970,5051,,7702,,,,,,,3095,,,,,,,1293,817,,,,,,4304,,,2085,,,,,,,,,,,,1792,,,,,,,,2656,,,,,,,,,,,,,,,,6313,6687,,8793,,,2518,1629,1399,,,,2162,,,,1141,,,,,,2730,,,,,2396,,,4331,,,,,,,,,,,,1067,,,,3994,7740,,1953,,,,4329,,
1908,,,,,6424,,8527,5756,,,6451,,,,,,,,1706,1225,,,,6042,15335,3506,,,,,,1154,,,,,2674,,,6574,,,6382,,,1503,,3451,,,2961,5009,,7316,,,,,,,3079,,,,,,,1278,824,,,,,,4395,,,2075,,,,,,,,,,,,1774,,,,,,,,2623,,,,,,,,,,,,,,,,6354,6827,,7962,,,2653,1639,1452,,,,2110,,,,1225,,,,,,3136,,,,,2616,,,4197,,,,,,,,,,,,1101,,,,4279,6970,,1909,,,,3398,,
1909,,,,,6497,,9049,5680,,,6514,,,,,,,,1743,1296,,,,6511,15550,3525,,,,,,1192,,,,,3012,,,6615,,,6545,,,1548,,3523,,,3051,5210,,7410,,,,,,,3139,,,,,,,1326,931,,,,,,4430,,,2047,,,,,,,,,,,,1675,,,,,,,,2672,,,,,,,,,,,,,,,,6606,6885,,7855,,,2805,1646,1451,,,,2091,,,,1202,,,,,,3171,,,,,2716,,,4219,,,,,,,,,,,,1228,,,,4279,7668,,1909,,,,3559,,
1910,,,1390,,6713,,9465,5705,,,6666,,,,,,,,1808,1283,,,,6877,16063,3911,,,,,,1236,,,,3733,3012,,,6763,,,6657,,,1594,,3340,,,3086,4878,,7567,,,,,,,3127,,,,,,4868,1392,927,,,,,,4435,,,2052,,,,,,,,,,,,1755,,,,,,,,2667,,,,,,,,,,,,,,,,6807,7231,,8754,,,3006,1653,1638,3287,,,2125,,,,1527,,,,,,3445,,,,,2899,,,4296,,,,,,,,,,,,1249,,,,4422,7586,,1887,,,1880,2731,,
1911,,,,,6580,,9273,5835,,,6805,,,,1975,,,,1840,1395,,,,7125,16161,3907,722,,,,,1272,,,,,2749,,,6885,,,6930,,,1642,,3582,,,3139,5346,,7721,,,,,,,3900,,,,,,,1442,919,,,,,,4483,,,2133,,,,,628,,,,,,,1685,,,,,,,,2560,,,,714,,,,,,,1487,,,,,6951,7460,,9047,,,3089,1668,1710,,,,2149,,,,1483,,,,,,3086,,,,,2678,,,4403,,,,,,,,,,,,1168,,,,4422,7711,,1801,,,,,,
1912,,,,,6857,,9263,6077,,,6900,,,,,,,,1886,1351,,,,7403,16826,4192,,,,,,1310,,,,,2824,,,7118,,,6850,,,1691,,3449,,,3274,5782,,7800,,,,,,,3784,,,,,,,1449,917,,,,,,4487,,,2178,,,,,649,,,,,,,1680,,,,,,,,2539,,,,,,,,,,,1526,,,,,7050,7656,,8578,,,3104,1705,1707,,,,2174,,,,1494,,,,,,2640,,,,,2893,,,4570,,,,,,,,,,,,1098,,,,5087,7948,,1931,,,,,,
1913,,,1445,,6670,,9369,6009,,,6922,,,,,,,,1965,1354,,,,7521,16548,4217,786,,,,,1341,,,,3929,3088,,,7369,,,7029,,,1742,2799,3629,,,3417,5733,,8052,,1226,,,,,2264,,1999,,,,5105,1498,895,5533,2227,5596,,,4698,1189,2058,2182,,,,,669,,,4661,,,,1793,,,,,1162,,,2385,,,,807,,,,,,,1672,,,,,7285,8345,843,8484,,,3101,1740,1851,3383,,355,2164,,1136,,1492,,,2878,,,2284,,,,,3040,,,4856,,,963,,,1173,,,,1476,1831,1194,,,,4754,8101,,1974,1073,,1880,,,
1914,,,,,5800,,9133,4986,,,6436,,,,,,,,1867,1302,,,,6808,15489,3550,,,,,,1365,,,,,3163,,,6180,,,7386,,,1777,,3504,,,3239,5324,,7973,,,,,,,2890,,,,,,,1481,943,,,,,,4442,,,2087,,,,,695,,,,,,,1757,,,,,,,,2390,,,,,,,,,,,1709,,,,,6961,8196,,8545,,,3268,1707,1783,,,,2176,,,,1255,,,,,,2730,,,,,2903,,,4959,,,,,,,,,,,,1151,,,,3708,7334,,2278,,,,,,
1915,,,,,5698,,8896,4600,,,6329,,,,,,,,1897,1332,,,,7159,15453,3324,,,,,,1401,,,,,3125,,,5856,,,6788,,,1812,,3517,,,3046,5343,,8471,,,,,,,2199,,,,,,,1484,919,,,,,,4219,,,2250,,,,,807,,,,,,,1651,,,,,,,,2355,,,,,,,,,,,1741,,,,,7064,8333,,8520,,,3246,1831,1639,,,,2125,,,,,,,,,,2785,,,,,2987,,,5131,,,,,,,,,,,,1199,,,,3471,7434,,2278,,,,,,
